what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1353478418952
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478421386
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478425210
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1353478427190
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353478427252
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478427299
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478431526
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1353478431542
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1353478433289
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353478434069
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1353478435957
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353478449695
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1353478466169
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1353478467760
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1353478467994
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1353478468087
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478471301
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353478476823
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1353478479007
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353478480209
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478500426
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478508320
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478511955
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1353478513093
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1353478518834
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353478556992
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478559815
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478562608
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478563497
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478564823
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478568598
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1353478608332
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478623245
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478670326
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353478670981
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478722945
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478729684
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478742539
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478786125
executed,command,com.altera.sbtgui.flash.plugin,12.0.0.263,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1353478809385
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478809712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478881259
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353478899355
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478916297
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478917295
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478917295
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478917311
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478919417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478922365
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353478971692
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1353479094184
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353479095432
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1353479097397
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479100533
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479104527
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1353479106071
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479106211
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479107366
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353479112888
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1353479115948
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353479118023
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1353479119317
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353479128373
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479135456
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479165751
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479170915
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479222754
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479224314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479231568
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479254468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479282722
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479286996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479306309
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479308197
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479321259
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479327140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479332456
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479341785
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479407156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479414613
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479424041
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479431872
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479462823
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479467035
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479471637
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479474632
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479499093
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479510153
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479511776
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479513538
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479524209
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479528493
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479548352
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479549787
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479582328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479585386
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479587289
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479587944
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479588771
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479608689
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479610936
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479613822
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479616084
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479617878
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479676986
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479681807
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479730494
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479731368
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479757857
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479758902
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479766063
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1353479766780
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1353479771928
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479775033
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479926259
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479936945
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353479938692
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479938708
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1353479938708
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479939628
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1353479939784
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1353479941017
